conta_id,cliente_id,tipo_conta,status_conta,data_abertura,data_encerramento,agencia_codigo,conta_numero,canal_abertura,pacote_tarifario,saldo_atual,limite_credito,possui_cartao,possui_cheque_especial,indicador_salario,indicador_investimento,ultima_movimentacao_data
CTA001581,CLI000883,corrente,ativa,2018-03-09,,3389,429810-9,agencia,basico,-4315.35,23654.55,true,true,false,false,2026-03-26
CTA001582,CLI000883,corrente,ativa,2018-06-03,,5890,507316-6,gerente,basico,17574.92,24207.05,true,false,false,false,2026-03-09
CTA001583,CLI000884,investimento,ativa,2024-02-28,,8586,867441-9,app,isento,9748.14,5492.51,false,false,false,true,2026-02-25
CTA001584,CLI000884,pj,ativa,2024-04-09,,2977,131004-1,gerente,premium,11083.08,6429.45,true,false,false,false,2026-02-01
CTA001585,CLI000885,corrente,ativa,2022-04-24,,3704,915872-2,gerente,basico,61189.36,14283.37,true,false,false,false,2026-01-20
CTA001586,CLI000885,investimento,ativa,2022-04-27,,3478,465600-4,agencia,isento,192530.55,41335.42,false,false,false,true,2026-02-08
CTA001587,CLI000886,corrente,ativa,2027-01-29,,2686,496371-6,agencia,basico,-1474.51,7921.01,true,true,false,false,2026-02-10
CTA001588,CLI000886,corrente,ativa,2026-12-09,,5729,638380-3,parceiro,basico,25542.26,12344.74,true,false,false,false,2026-03-20
CTA001589,CLI000887,investimento,ativa,2026-08-28,,1601,856434-6,parceiro,isento,108128.51,8228.34,false,false,false,true,2026-01-09
CTA001590,CLI000888,investimento,ativa,2023-10-09,,5619,946825-9,gerente,isento,63276.28,19738.34,false,false,false,true,2026-01-21
CTA001591,CLI000888,premium,ativa,2023-12-09,,0078,521833-7,parceiro,premium,52348.91,42382.39,true,false,false,false,2026-01-04
CTA001592,CLI000889,investimento,ativa,2020-12-23,,4915,831443-4,gerente,isento,130755.10,38244.21,false,false,false,true,2026-01-13
CTA001593,CLI000889,premium,encerrada,2020-08-04,2020-12-02,6260,844612-2,app,premium,11843.40,41012.10,true,true,false,false,2020-12-02
CTA001594,CLI000889,premium,ativa,2020-08-30,,3248,148861-2,app,premium,35506.11,51226.12,true,true,false,false,2026-03-18
CTA001595,CLI000889,premium,ativa,2020-12-15,,2154,172141-5,gerente,premium,20804.95,33923.71,true,true,false,false,2026-02-28
CTA001596,CLI000890,investimento,ativa,2018-12-10,,9803,265051-1,parceiro,isento,122975.43,19508.33,false,false,false,true,2026-03-12
CTA001597,CLI000891,corrente,ativa,2021-04-04,,4882,130363-8,gerente,basico,63154.67,101860.90,true,false,false,false,2026-01-10
CTA001598,CLI000891,salario,ativa,2021-01-20,,0443,640599-1,app,isento,27582.15,92234.54,true,false,true,false,2026-01-02
CTA001599,CLI000891,corrente,ativa,2021-03-12,,8449,696852-2,gerente,basico,65894.18,37467.65,true,true,false,false,2026-03-28
CTA001600,CLI000892,corrente,ativa,2025-05-13,,5506,406657-0,agencia,basico,-3515.92,19557.78,true,true,false,false,2026-01-17
CTA001601,CLI000893,investimento,ativa,2020-10-25,,2233,259568-0,parceiro,isento,65569.93,6311.88,false,false,false,true,2026-02-17
CTA001602,CLI000893,pj,ativa,2021-01-30,,6005,581171-9,parceiro,premium,8182.06,18314.53,true,false,false,false,2026-03-07
CTA001603,CLI000894,salario,encerrada,2024-04-21,2026-08-14,0977,791986-3,parceiro,isento,57863.62,40965.17,true,false,true,false,2026-08-14
CTA001604,CLI000895,corrente,ativa,2022-01-27,,8437,996079-8,agencia,basico,8000.32,34112.15,true,false,false,false,2026-03-07
CTA001605,CLI000895,corrente,encerrada,2021-10-26,2022-05-12,3487,180971-1,parceiro,basico,52224.52,43354.41,true,false,false,false,2022-05-12
CTA001606,CLI000896,corrente,encerrada,2019-02-11,2019-10-15,9220,629401-8,app,basico,-3503.72,88015.41,true,false,false,false,2019-10-15
CTA001607,CLI000897,investimento,ativa,2019-06-05,,1365,367469-7,gerente,isento,56250.01,23616.77,false,false,false,true,2026-01-02
CTA001608,CLI000897,salario,ativa,2018-12-31,,8534,708020-0,app,isento,17518.40,52146.06,true,false,true,false,2026-03-22
CTA001609,CLI000898,corrente,ativa,2021-08-23,,4352,385189-1,parceiro,basico,14029.39,13238.45,true,true,false,false,2026-02-11
CTA001610,CLI000898,salario,encerrada,2021-12-30,2023-05-24,9773,467835-7,agencia,isento,11744.38,12122.49,true,false,true,false,2023-05-24
CTA001611,CLI000899,investimento,encerrada,2025-02-13,2027-03-07,6500,757580-8,gerente,isento,97580.95,38458.36,false,false,false,true,2027-03-07
CTA001612,CLI000899,salario,encerrada,2025-01-31,2027-03-27,0040,159855-4,gerente,isento,66376.59,70519.86,true,false,true,false,2027-03-27
CTA001613,CLI000900,investimento,ativa,2022-08-27,,3965,573086-2,parceiro,isento,186372.54,89477.51,false,false,false,true,2026-03-03
CTA001614,CLI000900,corrente,ativa,2022-06-17,,3128,175388-6,parceiro,basico,115539.21,30589.52,true,false,false,false,2026-03-07
CTA001615,CLI000900,premium,bloqueada,2022-06-10,,7705,580268-6,agencia,premium,119720.05,97286.84,true,false,false,false,2026-01-14
CTA001616,CLI000901,salario,encerrada,2021-05-19,2022-03-20,1699,929106-4,parceiro,isento,12803.55,6773.69,true,false,true,false,2022-03-20
CTA001617,CLI000902,salario,ativa,2027-01-17,,6248,590956-0,parceiro,isento,68174.99,31323.58,true,false,true,false,2026-03-09
CTA001618,CLI000903,investimento,ativa,2027-01-20,,7233,535230-4,parceiro,isento,41987.33,13996.93,false,false,false,true,2026-03-04
CTA001619,CLI000903,premium,ativa,2026-09-17,,1707,956669-9,parceiro,premium,19980.87,13168.84,true,true,false,false,2026-02-10
CTA001620,CLI000903,investimento,ativa,2026-09-24,,6453,941837-2,agencia,isento,38624.87,12189.87,false,false,false,true,2026-02-10
CTA001621,CLI000904,corrente,ativa,2019-09-13,,0078,436753-2,parceiro,basico,37962.55,22148.02,true,false,false,false,2026-03-10
CTA001622,CLI000904,salario,ativa,2019-09-27,,9466,911671-5,parceiro,isento,63504.85,11014.60,true,false,true,false,2026-01-15
CTA001623,CLI000905,pj,ativa,2026-10-15,,4907,249201-3,parceiro,premium,9420.04,13265.95,true,false,false,false,2026-02-05
CTA001624,CLI000905,pj,ativa,2026-12-08,,1532,667964-2,agencia,premium,4325.99,3461.39,true,false,false,false,2026-01-18
CTA001625,CLI000906,salario,ativa,2021-03-18,,1159,685955-6,app,isento,82714.16,53057.70,true,false,true,false,2026-01-02
CTA001626,CLI000906,corrente,ativa,2021-03-28,,8993,353813-7,agencia,basico,88111.97,17391.53,true,true,false,false,2026-03-04
CTA001627,CLI000906,corrente,ativa,2021-03-28,,0897,369162-1,parceiro,basico,101901.95,49779.64,true,false,false,false,2026-01-03
CTA001628,CLI000907,investimento,ativa,2024-07-02,,9023,369981-7,parceiro,isento,92528.36,26213.37,false,false,false,true,2026-01-27
CTA001629,CLI000908,corrente,ativa,2021-09-22,,1370,224032-0,parceiro,basico,-3028.59,21316.05,true,true,false,false,2026-01-24
CTA001630,CLI000909,salario,encerrada,2021-12-29,2022-07-19,3964,687589-6,app,isento,17287.51,12504.97,true,false,true,false,2022-07-19
CTA001631,CLI000910,investimento,ativa,2021-04-11,,3894,294025-5,app,isento,200178.13,92922.03,false,false,false,true,2026-01-08
CTA001632,CLI000911,investimento,ativa,2022-07-13,,3293,827447-2,gerente,isento,121016.01,50760.08,false,false,false,true,2026-03-12
CTA001633,CLI000911,pj,ativa,2022-07-30,,8184,424353-8,parceiro,premium,70155.58,29092.71,true,false,false,false,2026-02-08
CTA001634,CLI000912,corrente,ativa,2019-03-12,,0142,446477-0,parceiro,basico,49855.77,100136.33,true,true,false,false,2026-02-11
CTA001635,CLI000912,corrente,encerrada,2019-04-18,2020-11-09,1825,270703-7,parceiro,basico,52808.54,96297.10,true,true,false,false,2020-11-09
CTA001636,CLI000913,corrente,ativa,2021-07-10,,5229,225684-3,parceiro,basico,46973.31,28618.08,true,true,false,false,2026-01-19
CTA001637,CLI000913,corrente,ativa,2021-08-17,,4454,637684-3,app,basico,70468.61,47226.64,true,true,false,false,2026-03-18
CTA001638,CLI000914,corrente,encerrada,2020-07-25,2021-10-21,7604,638616-3,parceiro,basico,88671.63,69664.67,true,true,false,false,2021-10-21
CTA001639,CLI000915,corrente,encerrada,2025-02-11,2025-08-31,3854,387119-0,parceiro,basico,62572.28,46370.04,true,false,false,false,2025-08-31
CTA001640,CLI000915,salario,encerrada,2025-07-13,2027-12-24,2140,892077-3,agencia,isento,157451.42,33344.17,true,false,true,false,2027-12-24
CTA001641,CLI000915,corrente,ativa,2025-02-20,,9537,604073-5,parceiro,basico,73985.58,30165.69,true,true,false,false,2026-02-15
CTA001642,CLI000916,investimento,ativa,2023-08-01,,8672,951824-6,parceiro,isento,108314.99,87791.44,false,false,false,true,2026-02-18
CTA001643,CLI000916,corrente,ativa,2023-08-18,,7950,905573-3,parceiro,basico,61948.96,20818.83,true,false,false,false,2026-01-16
CTA001644,CLI000916,corrente,ativa,2023-07-03,,2015,323766-9,app,basico,21730.82,71661.87,true,true,false,false,2026-02-17
CTA001645,CLI000917,investimento,ativa,2021-03-31,,5935,133419-2,app,isento,305727.10,34345.55,false,false,false,true,2026-03-25
CTA001646,CLI000917,corrente,ativa,2021-04-17,,8278,448533-0,agencia,basico,55414.24,19050.97,true,true,false,false,2026-01-24
CTA001647,CLI000917,corrente,ativa,2021-04-15,,4748,996719-9,app,basico,42708.32,36314.70,true,true,false,false,2026-02-12
CTA001648,CLI000918,corrente,ativa,2021-07-15,,2238,280776-8,agencia,basico,25573.54,27953.76,true,false,false,false,2026-03-09
CTA001649,CLI000919,corrente,ativa,2021-05-03,,7409,376344-9,app,basico,48601.18,28993.29,true,true,false,false,2026-01-03
CTA001650,CLI000919,premium,encerrada,2021-04-29,2022-11-08,4919,961198-0,parceiro,premium,46286.76,56619.76,true,false,false,false,2022-11-08
CTA001651,CLI000920,corrente,ativa,2023-10-12,,5249,213609-4,gerente,basico,57493.98,39377.52,true,true,false,false,2026-03-16
CTA001652,CLI000920,corrente,ativa,2023-12-21,,7123,346620-3,app,basico,72588.61,46458.91,true,false,false,false,2026-02-26
CTA001653,CLI000921,premium,ativa,2021-02-27,,9539,389898-9,parceiro,premium,82617.34,43115.38,true,true,false,false,2026-01-08
CTA001654,CLI000921,premium,ativa,2021-02-16,,9803,800559-5,app,premium,55066.23,42009.62,true,true,false,false,2026-02-03
CTA001655,CLI000922,investimento,ativa,2024-12-18,,6965,660699-1,gerente,isento,337396.49,56771.00,false,false,false,true,2026-02-18
CTA001656,CLI000923,corrente,ativa,2026-02-23,,2572,735939-9,app,basico,26702.93,20427.10,true,false,false,false,2026-01-28
CTA001657,CLI000923,pj,ativa,2026-02-07,,1021,223325-1,gerente,premium,18936.72,27459.14,true,false,false,false,2026-02-27
CTA001658,CLI000924,premium,ativa,2019-03-21,,6756,109517-8,agencia,premium,29067.74,35606.11,true,false,false,false,2026-01-12
CTA001659,CLI000925,corrente,ativa,2020-02-23,,2567,745393-2,agencia,basico,35123.05,12562.78,true,true,false,false,2026-03-16
CTA001660,CLI000925,salario,ativa,2020-02-25,,1329,673607-8,agencia,isento,12896.41,7838.34,true,false,true,false,2026-02-28
CTA001661,CLI000926,investimento,encerrada,2025-01-24,2027-01-06,4728,766421-3,parceiro,isento,165334.52,30000.72,false,false,false,true,2027-01-06
CTA001662,CLI000926,corrente,ativa,2024-12-11,,6471,668041-6,agencia,basico,27535.50,16425.25,true,false,false,false,2026-03-12
CTA001663,CLI000927,investimento,encerrada,2018-07-23,2018-12-31,8022,711449-4,gerente,isento,311632.39,28173.14,false,false,false,true,2018-12-31
CTA001664,CLI000927,investimento,ativa,2018-05-06,,5523,139354-1,app,isento,421825.72,19042.54,false,false,false,true,2026-02-17
CTA001665,CLI000928,salario,encerrada,2018-10-25,2019-04-08,5472,408769-1,agencia,isento,7609.43,25495.16,true,false,true,false,2019-04-08
CTA001666,CLI000928,corrente,ativa,2019-01-17,,6486,131682-4,app,basico,34091.32,26763.56,true,true,false,false,2026-03-25
CTA001667,CLI000929,corrente,ativa,2024-12-19,,4196,954720-0,gerente,basico,10460.28,17052.53,true,false,false,false,2026-02-23
CTA001668,CLI000929,investimento,ativa,2025-03-04,,7907,182552-2,gerente,isento,21989.09,18278.37,false,false,false,true,2026-03-28
CTA001669,CLI000930,corrente,ativa,2026-11-01,,4553,624631-1,parceiro,basico,79119.91,63634.58,true,false,false,false,2026-03-20
CTA001670,CLI000930,corrente,encerrada,2026-11-23,2028-06-04,2807,729256-2,agencia,basico,15134.14,75497.50,true,true,false,false,2028-06-04
CTA001671,CLI000931,salario,ativa,2021-10-05,,0395,480178-7,gerente,isento,106142.88,131144.68,true,false,true,false,2026-01-21
CTA001672,CLI000932,corrente,ativa,2022-04-12,,9247,554280-8,parceiro,basico,10253.64,32402.38,true,true,false,false,2026-03-23
CTA001673,CLI000932,premium,ativa,2022-01-22,,6248,740140-8,agencia,premium,10130.12,18570.03,true,false,false,false,2026-01-03
CTA001674,CLI000933,investimento,encerrada,2023-08-09,2025-12-21,3676,328994-8,parceiro,isento,97400.01,22421.93,false,false,false,true,2025-12-21
CTA001675,CLI000934,corrente,ativa,2026-11-14,,5489,728593-0,parceiro,basico,16018.61,27202.13,true,false,false,false,2026-02-09
CTA001676,CLI000934,premium,ativa,2026-11-20,,3492,548243-6,agencia,premium,52963.73,46460.46,true,true,false,false,2026-02-23
CTA001677,CLI000934,investimento,ativa,2027-01-03,,5663,322568-3,parceiro,isento,415934.06,27308.36,false,false,false,true,2026-03-05
CTA001678,CLI000935,premium,ativa,2025-01-10,,5149,900902-6,app,premium,17720.17,8260.75,true,true,false,false,2026-03-06
CTA001679,CLI000935,corrente,ativa,2025-02-24,,0646,677552-2,parceiro,basico,25591.03,20496.57,true,true,false,false,2026-01-22
CTA001680,CLI000936,investimento,ativa,2019-03-19,,2028,554708-9,gerente,isento,101434.57,38404.05,false,false,false,true,2026-01-14
CTA001681,CLI000937,salario,ativa,2024-11-28,,0804,620833-4,gerente,isento,3056.12,8057.78,true,false,true,false,2026-01-12
CTA001682,CLI000938,corrente,ativa,2018-09-17,,7571,886210-1,app,basico,23421.81,107028.17,true,false,false,false,2026-01-07
CTA001683,CLI000938,salario,ativa,2018-09-23,,5525,550563-8,parceiro,isento,86089.95,109263.12,true,false,true,false,2026-01-21
CTA001684,CLI000939,pj,ativa,2024-09-09,,7423,521283-2,app,premium,12236.18,11315.28,true,false,false,false,2026-03-27
CTA001685,CLI000939,premium,bloqueada,2024-09-26,,0062,227337-5,app,premium,19263.89,14446.52,true,true,false,false,2026-02-05
CTA001686,CLI000940,investimento,encerrada,2020-03-24,2021-06-26,3123,335771-9,agencia,isento,287926.19,61059.53,false,false,false,true,2021-06-26
CTA001687,CLI000941,corrente,ativa,2023-09-12,,7949,773824-5,gerente,basico,60835.13,38399.80,true,false,false,false,2026-03-26
CTA001688,CLI000941,corrente,ativa,2023-07-13,,2047,693725-3,agencia,basico,78824.33,44395.15,true,false,false,false,2026-03-15
CTA001689,CLI000942,pj,ativa,2019-02-08,,5097,638127-0,app,premium,22569.15,59004.45,true,false,false,false,2026-03-16
CTA001690,CLI000943,corrente,bloqueada,2020-02-04,,4296,900399-7,gerente,basico,7362.10,12634.40,true,false,false,false,2026-03-08
CTA001691,CLI000943,corrente,ativa,2020-03-01,,9212,148673-9,parceiro,basico,11560.34,20178.20,true,false,false,false,2026-01-06
CTA001692,CLI000943,corrente,ativa,2020-05-01,,9675,529396-0,parceiro,basico,28617.92,8402.14,true,false,false,false,2026-01-01
CTA001693,CLI000944,investimento,ativa,2023-12-18,,6921,629617-5,parceiro,isento,196940.01,41957.47,false,false,false,true,2026-01-02
CTA001694,CLI000945,corrente,bloqueada,2021-05-31,,0244,995915-2,agencia,basico,32469.49,31184.57,true,false,false,false,2026-01-08
CTA001695,CLI000946,investimento,ativa,2023-04-01,,0627,777573-3,parceiro,isento,263572.32,27042.95,false,false,false,true,2026-02-21
CTA001696,CLI000946,investimento,ativa,2023-06-16,,3031,611584-6,app,isento,414443.89,32780.86,false,false,false,true,2026-01-17
CTA001697,CLI000947,salario,encerrada,2026-08-13,2028-09-10,6049,132619-5,agencia,isento,46244.01,35994.59,true,false,true,false,2028-09-10
CTA001698,CLI000947,investimento,encerrada,2026-05-18,2027-08-14,9319,329239-1,gerente,isento,91404.97,63807.80,false,false,false,true,2027-08-14
CTA001699,CLI000948,investimento,ativa,2022-12-03,,0569,807398-8,parceiro,isento,274803.26,72483.81,false,false,false,true,2026-03-27
CTA001700,CLI000949,corrente,ativa,2023-06-23,,7732,920198-5,gerente,basico,-5085.11,68206.24,true,false,false,false,2026-02-01
CTA001701,CLI000949,salario,ativa,2023-08-04,,3857,719557-7,app,isento,-1878.51,76827.88,true,false,true,false,2026-03-27
CTA001702,CLI000950,investimento,ativa,2020-10-08,,7854,995798-8,gerente,isento,200608.26,8608.01,false,false,false,true,2026-03-16
CTA001703,CLI000951,salario,encerrada,2019-12-19,2021-01-27,8807,124324-1,app,isento,59640.89,16992.74,true,false,true,false,2021-01-27
CTA001704,CLI000951,salario,ativa,2019-09-23,,1629,830192-0,gerente,isento,43204.02,54082.94,true,false,true,false,2026-03-11
CTA001705,CLI000951,corrente,encerrada,2019-12-24,2022-04-14,9888,566326-6,app,basico,55377.67,56482.54,true,true,false,false,2022-04-14
CTA001706,CLI000952,salario,encerrada,2018-06-19,2019-04-17,9159,805887-5,gerente,isento,13889.94,41361.93,true,false,true,false,2019-04-17
CTA001707,CLI000952,pj,ativa,2018-07-30,,7752,149320-5,parceiro,premium,59207.87,42966.93,true,false,false,false,2026-02-21
CTA001708,CLI000953,corrente,bloqueada,2021-12-21,,3686,472317-8,agencia,basico,51980.34,114138.09,true,false,false,false,2026-03-10
CTA001709,CLI000954,investimento,ativa,2021-02-03,,1027,789487-0,parceiro,isento,146613.56,14959.91,false,false,false,true,2026-03-27
CTA001710,CLI000954,investimento,ativa,2020-08-21,,5514,358281-9,gerente,isento,107388.03,64762.23,false,false,false,true,2026-02-11
CTA001711,CLI000955,salario,ativa,2020-01-05,,1908,579560-6,gerente,isento,14070.55,5791.35,true,false,true,false,2026-02-12
CTA001712,CLI000956,corrente,ativa,2023-08-11,,7859,807704-8,parceiro,basico,40560.91,23939.15,true,true,false,false,2026-01-23
CTA001713,CLI000957,corrente,ativa,2018-05-07,,3346,136756-6,parceiro,basico,20375.17,14843.39,true,false,false,false,2026-02-05
CTA001714,CLI000958,salario,ativa,2022-12-06,,9443,736373-3,gerente,isento,8562.13,9924.79,true,false,true,false,2026-02-13
CTA001715,CLI000959,salario,ativa,2022-11-17,,4705,393964-6,app,isento,59926.99,19046.07,true,false,true,false,2026-01-06
CTA001716,CLI000959,investimento,ativa,2022-07-31,,5123,640169-1,gerente,isento,538647.17,28487.42,false,false,false,true,2026-02-19
CTA001717,CLI000960,salario,encerrada,2018-06-25,2019-03-26,8092,193337-4,gerente,isento,31234.44,25299.16,true,false,true,false,2019-03-26
CTA001718,CLI000960,corrente,ativa,2018-03-30,,2443,296923-5,parceiro,basico,36218.76,16377.61,true,true,false,false,2026-02-04
CTA001719,CLI000961,pj,encerrada,2025-08-24,2027-07-28,4258,559007-9,parceiro,premium,7333.23,14049.73,true,false,false,false,2027-07-28
CTA001720,CLI000962,corrente,ativa,2023-08-10,,0752,681048-4,app,basico,50980.14,59873.49,true,false,false,false,2026-03-20
CTA001721,CLI000963,corrente,encerrada,2024-07-13,2025-03-20,9898,960793-5,parceiro,basico,83437.43,45872.89,true,false,false,false,2025-03-20
CTA001722,CLI000964,corrente,ativa,2021-01-01,,1829,474073-9,agencia,basico,61066.27,25455.18,true,true,false,false,2026-01-03
CTA001723,CLI000964,investimento,ativa,2021-03-10,,4688,120475-3,parceiro,isento,244995.08,30623.02,false,false,false,true,2026-03-03
CTA001724,CLI000965,investimento,ativa,2021-07-21,,2856,894619-0,app,isento,60605.55,17029.37,false,false,false,true,2026-02-09
CTA001725,CLI000965,salario,ativa,2021-12-09,,1761,138168-8,app,isento,26408.90,6359.06,true,false,true,false,2026-03-18
CTA001726,CLI000966,premium,ativa,2025-02-03,,1847,592824-4,app,premium,85602.28,107019.61,true,true,false,false,2026-03-02
CTA001727,CLI000966,corrente,bloqueada,2025-01-31,,9351,596086-1,app,basico,54625.93,57300.80,true,true,false,false,2026-01-26
CTA001728,CLI000967,salario,ativa,2023-11-24,,8442,463025-1,app,isento,72329.99,13943.86,true,false,true,false,2026-03-16
CTA001729,CLI000967,salario,ativa,2023-12-17,,5083,124763-9,parceiro,isento,41848.90,17059.17,true,false,true,false,2026-03-18
CTA001730,CLI000968,salario,ativa,2021-04-21,,6514,584035-4,parceiro,isento,40598.48,16170.93,true,false,true,false,2026-01-04
CTA001731,CLI000968,pj,encerrada,2021-05-15,2022-06-23,8528,176947-7,agencia,premium,36857.08,22261.91,true,false,false,false,2022-06-23
CTA001732,CLI000968,corrente,ativa,2021-06-21,,3564,533723-6,gerente,basico,14037.58,30417.66,true,true,false,false,2026-02-13
CTA001733,CLI000969,premium,ativa,2022-10-27,,6166,839888-1,app,premium,82509.32,50453.16,true,false,false,false,2026-03-28
CTA001734,CLI000969,pj,ativa,2022-12-20,,5507,183974-3,parceiro,premium,45880.68,70065.25,true,false,false,false,2026-01-17
CTA001735,CLI000969,salario,ativa,2022-11-29,,4348,521838-0,agencia,isento,22577.18,51502.28,true,false,true,false,2026-03-25
CTA001736,CLI000970,corrente,ativa,2026-02-08,,8682,655745-2,app,basico,24490.03,22149.72,true,false,false,false,2026-01-01
CTA001737,CLI000971,salario,encerrada,2025-01-24,2026-08-20,2679,760748-9,gerente,isento,80779.76,23658.32,true,false,true,false,2026-08-20
CTA001738,CLI000971,corrente,ativa,2025-05-11,,4784,268351-9,gerente,basico,83706.26,56036.18,true,true,false,false,2026-01-01
CTA001739,CLI000971,premium,ativa,2025-01-06,,1592,939238-5,parceiro,premium,20778.85,41658.04,true,false,false,false,2026-01-20
CTA001740,CLI000972,investimento,ativa,2019-03-20,,8339,259931-5,parceiro,isento,542186.75,31072.02,false,false,false,true,2026-03-13
CTA001741,CLI000972,corrente,ativa,2019-02-19,,3643,532753-1,gerente,basico,26389.53,47465.34,true,true,false,false,2026-01-14
CTA001742,CLI000972,pj,ativa,2019-02-08,,1037,457235-5,parceiro,premium,94711.22,31585.36,true,false,false,false,2026-02-08
CTA001743,CLI000973,corrente,ativa,2024-05-12,,6609,529519-9,parceiro,basico,6845.52,20194.28,true,true,false,false,2026-02-08
CTA001744,CLI000973,investimento,ativa,2024-05-12,,1445,745555-3,agencia,isento,181162.04,17998.20,false,false,false,true,2026-02-04
CTA001745,CLI000974,corrente,encerrada,2024-10-21,2025-11-08,5426,318560-2,app,basico,-1757.58,17933.93,true,false,false,false,2025-11-08
CTA001746,CLI000974,corrente,ativa,2024-07-13,,0961,585583-4,agencia,basico,17759.06,7837.35,true,true,false,false,2026-02-16
CTA001747,CLI000974,corrente,ativa,2024-12-27,,4897,487132-7,agencia,basico,29569.04,15825.46,true,true,false,false,2026-02-14
CTA001748,CLI000975,corrente,ativa,2020-05-28,,9174,655523-4,parceiro,basico,30520.20,21574.01,true,true,false,false,2026-03-08
CTA001749,CLI000976,premium,ativa,2019-08-06,,5201,537003-9,parceiro,premium,38106.65,33859.23,true,true,false,false,2026-01-23
CTA001750,CLI000977,investimento,ativa,2020-03-27,,4175,636242-5,agencia,isento,28453.77,4152.14,false,false,false,true,2026-02-26
CTA001751,CLI000978,corrente,ativa,2022-08-15,,5503,109559-7,gerente,basico,39171.13,9838.59,true,false,false,false,2026-03-20
CTA001752,CLI000978,investimento,ativa,2022-07-06,,8482,780618-2,agencia,isento,214620.53,13300.30,false,false,false,true,2026-02-02
CTA001753,CLI000979,corrente,encerrada,2019-02-20,2019-07-07,1089,800306-5,parceiro,basico,10937.59,43891.56,true,true,false,false,2019-07-07
CTA001754,CLI000980,premium,ativa,2021-10-29,,5255,280235-1,agencia,premium,12340.92,5126.98,true,false,false,false,2026-02-28
CTA001755,CLI000981,investimento,ativa,2025-07-08,,0120,322765-1,app,isento,171414.74,38123.79,false,false,false,true,2026-01-09
CTA001756,CLI000982,corrente,encerrada,2022-04-13,2023-08-17,2168,897919-3,app,basico,51381.47,46962.49,true,true,false,false,2023-08-17
CTA001757,CLI000982,investimento,encerrada,2021-10-26,2023-03-11,8347,151619-3,agencia,isento,51802.50,15296.64,false,false,false,true,2023-03-11
CTA001758,CLI000983,corrente,ativa,2025-12-27,,0711,846344-5,app,basico,43039.16,56124.73,true,false,false,false,2026-01-21
CTA001759,CLI000983,corrente,ativa,2025-10-05,,5432,649736-8,agencia,basico,50863.67,85542.08,true,true,false,false,2026-03-19
CTA001760,CLI000984,corrente,ativa,2022-11-22,,2626,986451-1,parceiro,basico,18867.54,46801.18,true,false,false,false,2026-03-02
CTA001761,CLI000984,investimento,ativa,2022-09-23,,6405,217130-7,parceiro,isento,440728.37,35636.80,false,false,false,true,2026-03-15
CTA001762,CLI000985,corrente,ativa,2026-05-28,,2699,696845-2,app,basico,16384.73,25857.57,true,false,false,false,2026-02-24
CTA001763,CLI000985,corrente,encerrada,2026-06-24,2028-02-06,9522,420130-7,gerente,basico,42213.62,45192.78,true,false,false,false,2028-02-06
CTA001764,CLI000986,corrente,encerrada,2019-12-05,2020-09-13,2806,666543-5,agencia,basico,45470.69,17930.29,true,true,false,false,2020-09-13
CTA001765,CLI000986,corrente,ativa,2019-08-05,,3276,299406-5,app,basico,37790.32,16846.04,true,false,false,false,2026-03-17
CTA001766,CLI000987,salario,ativa,2024-04-17,,1472,382213-5,parceiro,isento,15888.57,29369.74,true,false,true,false,2026-02-23
CTA001767,CLI000987,corrente,ativa,2024-03-02,,1167,392603-5,parceiro,basico,54704.13,74300.25,true,true,false,false,2026-02-14
CTA001768,CLI000988,premium,ativa,2023-04-25,,2675,144318-5,parceiro,premium,35076.12,21840.75,true,true,false,false,2026-02-07
CTA001769,CLI000988,corrente,ativa,2023-08-02,,1693,977257-7,agencia,basico,45161.76,21364.47,true,true,false,false,2026-01-06
CTA001770,CLI000989,investimento,ativa,2018-10-19,,1634,227436-7,parceiro,isento,116922.08,20654.69,false,false,false,true,2026-02-20
CTA001771,CLI000989,investimento,ativa,2018-12-09,,6953,850593-6,agencia,isento,91003.32,26188.33,false,false,false,true,2026-01-03
CTA001772,CLI000989,premium,ativa,2018-10-16,,0716,469344-6,app,premium,8386.29,33511.77,true,false,false,false,2026-03-10
CTA001773,CLI000989,premium,ativa,2019-01-13,,3179,292964-3,agencia,premium,41337.69,10693.29,true,true,false,false,2026-02-14
CTA001774,CLI000990,corrente,ativa,2022-11-21,,8648,198588-2,agencia,basico,90413.92,94799.52,true,false,false,false,2026-02-24
CTA001775,CLI000991,salario,ativa,2019-01-30,,9637,767481-5,gerente,isento,60507.65,55702.75,true,false,true,false,2026-02-19
CTA001776,CLI000991,corrente,ativa,2019-04-30,,3613,785637-6,agencia,basico,82315.72,14905.35,true,true,false,false,2026-01-11
CTA001777,CLI000991,investimento,bloqueada,2019-06-19,,0409,365482-3,parceiro,isento,245248.06,22555.97,false,false,false,true,2026-02-28
CTA001778,CLI000992,pj,ativa,2023-12-12,,7065,390304-0,agencia,premium,10137.78,20032.70,true,false,false,false,2026-01-18
CTA001779,CLI000992,investimento,encerrada,2023-12-25,2024-10-14,1011,557570-0,parceiro,isento,183766.45,29175.12,false,false,false,true,2024-10-14
CTA001780,CLI000993,corrente,ativa,2023-08-31,,3034,169111-9,gerente,basico,14591.35,14481.72,true,false,false,false,2026-03-24
CTA001781,CLI000993,corrente,ativa,2023-11-11,,9637,188050-5,parceiro,basico,8759.71,8337.17,true,false,false,false,2026-03-14
