cliente_id,nome_completo,sexo,data_nascimento,idade,estado_civil,uf,cidade,renda_mensal,patrimonio_estimado,segmento,escolaridade,profissao,score_relacionamento,perfil_investidor,data_cadastro,canal_aquisicao,cliente_ativo,possui_app_ativo,aceita_ofertas_marketing
CLI001232,Daniel Souza,masculino,1963-07-17,62,casado,PE,Recife,67376.87,3038207.92,private,superior_completo,empresario,73,arrojado,2024-04-18,indicacao,true,true,true
CLI001233,Mariana Rodrigues,feminino,1959-05-06,66,casado,RJ,Niteroi,12733.54,259311.52,alta_renda,superior_completo,administrador,61,moderado,2026-03-09,indicacao,true,true,true
CLI001234,Adriana Martins Teixeira,feminino,1974-07-22,51,viuvo,MG,Belo Horizonte,13396.39,500538.86,alta_renda,superior_completo,engenheiro_de_software,55,moderado,2018-03-21,indicacao,false,false,false
CLI001235,Pedro Silva Santos,masculino,1984-04-09,41,divorciado,PA,Belem,32477.91,1011685.48,varejo,superior_completo,arquiteto,64,arrojado,2024-07-24,parceria,true,false,false
CLI001236,Larissa Almeida Oliveira,feminino,2001-10-16,24,solteiro,SP,Sao Paulo,19629.97,758812.15,alta_renda,superior_completo,designer,66,moderado,2019-03-11,indicacao,true,true,true
CLI001237,Henrique Pereira Martins,masculino,1976-12-17,49,casado,PA,Belem,10761.61,274625.40,varejo,superior_completo,engenheiro_de_software,65,moderado,2025-01-14,indicacao,true,true,true
CLI001238,Juliana Gomes,feminino,1969-09-09,56,viuvo,MG,Uberlandia,7927.03,316418.82,varejo,medio_completo,autonomo,63,arrojado,2026-07-13,indicacao,true,true,true
CLI001239,Adriana Santos Almeida,feminino,1951-08-28,74,divorciado,RJ,Rio de Janeiro,23972.94,897024.26,alta_renda,superior_completo,advogado,66,moderado,2018-04-15,parceria,true,false,false
CLI001240,Camila Pereira,feminino,1989-01-06,37,solteiro,DF,Brasilia,21777.57,969379.06,alta_renda,pos_graduacao,medico,69,conservador,2022-01-05,indicacao,true,true,true
CLI001241,Eduardo Santos,masculino,1994-04-08,31,solteiro,DF,Brasilia,37178.26,513606.83,alta_renda,superior_completo,administrador,68,moderado,2024-01-27,agencia,true,true,true
CLI001242,William Rodrigues Pereira,masculino,1977-12-22,48,solteiro,RS,Porto Alegre,8676.83,294184.17,empreendedor,superior_completo,economista,57,moderado,2024-05-13,agencia,true,true,true
CLI001243,Adriana Cardoso Pereira,feminino,2005-11-07,20,casado,RS,Porto Alegre,26534.29,851137.13,varejo,superior_completo,contador,70,arrojado,2026-01-28,digital,true,true,true
CLI001244,Bianca Santos Pereira,feminino,1964-04-17,61,divorciado,SP,Sao Paulo,39572.75,1745766.73,alta_renda,pos_graduacao,consultor,64,moderado,2025-12-16,parceria,true,false,false
CLI001245,Claudia Santos,feminino,1980-11-05,45,viuvo,SP,Sao Paulo,34242.01,1245612.78,alta_renda,superior_completo,gerente_comercial,69,arrojado,2022-09-24,indicacao,true,true,true
CLI001246,Daniela Souza Gomes,feminino,1981-12-16,44,solteiro,SP,Campinas,24467.04,574112.06,alta_renda,superior_completo,empresario,75,conservador,2021-09-15,indicacao,true,true,true
CLI001247,Vanessa Costa Araujo,feminino,1996-01-24,30,divorciado,DF,Brasilia,35958.55,1274607.23,alta_renda,medio_completo,autonomo,69,moderado,2024-07-22,agencia,true,true,true
CLI001248,Ana Oliveira,feminino,1967-11-14,58,casado,SP,Sao Paulo,7568.43,157631.15,empreendedor,pos_graduacao,dentista,50,moderado,2021-02-17,parceria,true,true,false
CLI001249,Gabriela Cardoso,feminino,1952-04-09,73,viuvo,SP,Sao Paulo,14353.78,363535.03,varejo,superior_completo,contador,59,moderado,2021-08-16,digital,true,true,true
CLI001250,Fernanda Ferreira,feminino,1968-04-04,57,solteiro,MG,Uberlandia,36975.84,1059309.12,alta_renda,pos_graduacao,consultor,74,moderado,2020-12-20,digital,true,false,false
CLI001251,Pedro Ferreira Costa,masculino,1957-05-07,68,viuvo,DF,Brasilia,24943.56,246888.68,varejo,pos_graduacao,dentista,42,conservador,2025-03-16,agencia,false,false,false
CLI001252,Gustavo Cardoso Nascimento,masculino,1979-12-21,46,casado,GO,Goiania,42832.05,1634962.23,alta_renda,superior_completo,advogado,60,moderado,2022-09-26,agencia,true,true,false
CLI001253,Mariana Carvalho Teixeira,feminino,1957-12-05,68,viuvo,RS,Porto Alegre,10959.97,310596.24,varejo,superior_completo,arquiteto,68,conservador,2026-09-23,digital,true,true,true
CLI001254,Beatriz Rodrigues,feminino,1975-04-28,50,viuvo,SP,Sao Paulo,10422.80,155373.66,alta_renda,superior_completo,contador,59,conservador,2018-01-27,indicacao,true,true,true
CLI001255,Henrique Pereira,masculino,1976-09-17,49,viuvo,RS,Porto Alegre,43828.53,870351.60,alta_renda,pos_graduacao,medico,80,arrojado,2026-09-02,agencia,true,true,false
CLI001256,Claudia Santos Silva,feminino,1965-05-07,60,casado,PR,Londrina,26761.76,1051651.17,alta_renda,superior_completo,advogado,65,moderado,2025-08-21,indicacao,true,false,false
CLI001257,Larissa Oliveira,feminino,1948-06-18,77,divorciado,SC,Florianopolis,6873.70,67302.31,varejo,pos_graduacao,consultor,67,conservador,2022-05-28,agencia,true,true,false
CLI001258,Vanessa Silva,feminino,1996-12-01,29,solteiro,RS,Porto Alegre,85550.77,3498216.85,private,pos_graduacao,medico,79,arrojado,2020-09-26,agencia,true,true,false
CLI001259,Marcelo Oliveira,masculino,2005-02-01,21,casado,PR,Curitiba,9594.15,282442.37,varejo,superior_completo,gerente_comercial,57,arrojado,2022-06-06,indicacao,true,true,false
CLI001260,Gabriela Martins,feminino,1949-05-11,76,casado,DF,Brasilia,24825.99,309876.52,alta_renda,pos_graduacao,consultor,61,conservador,2020-05-24,parceria,true,true,false
CLI001261,Juliana Silva Souza,feminino,1966-04-07,59,viuvo,MG,Belo Horizonte,77552.46,3886901.90,private,superior_completo,empresario,90,moderado,2023-05-03,parceria,true,true,true
CLI001262,Carlos Ferreira Santos,masculino,1948-04-27,77,viuvo,AM,Manaus,26005.09,876204.10,alta_renda,medio_completo,autonomo,63,conservador,2026-11-19,indicacao,true,true,false
CLI001263,Gabriela Rodrigues,feminino,2005-06-24,20,solteiro,CE,Fortaleza,21103.93,870869.92,varejo,superior_completo,arquiteto,49,moderado,2025-12-02,digital,true,true,true
CLI001264,Rafael Pereira Silva,masculino,1992-10-20,33,solteiro,RJ,Rio de Janeiro,14638.57,285480.26,alta_renda,superior_completo,engenheiro_de_software,66,moderado,2024-11-22,digital,true,true,false
CLI001265,Vanessa Araujo Araujo,feminino,1983-02-07,43,divorciado,PR,Curitiba,11077.07,435635.25,alta_renda,superior_completo,economista,76,conservador,2025-10-03,indicacao,true,true,true
CLI001266,Adriana Pereira Oliveira,feminino,1995-03-05,31,divorciado,MG,Uberlandia,41536.26,990138.26,alta_renda,superior_completo,advogado,80,moderado,2025-05-22,indicacao,true,true,true
CLI001267,Leonardo Cardoso Santos,masculino,1962-05-02,63,casado,BA,Feira de Santana,36875.95,550706.21,alta_renda,superior_completo,gerente_comercial,73,conservador,2023-12-19,indicacao,true,false,false
CLI001268,Claudia Oliveira Ferreira,feminino,1988-02-24,38,solteiro,PR,Londrina,3319.97,86480.41,varejo,superior_completo,contador,50,conservador,2022-05-19,digital,true,true,true
CLI001269,Felipe Santos,masculino,1970-11-11,55,solteiro,SP,Sao Paulo,21801.79,818150.89,alta_renda,pos_graduacao,consultor,71,moderado,2021-06-06,digital,true,true,false
CLI001270,Gustavo Cardoso,masculino,2002-02-16,24,solteiro,RJ,Rio de Janeiro,26868.57,1141265.81,alta_renda,pos_graduacao,dentista,74,arrojado,2025-10-21,indicacao,true,true,true
CLI001271,Patricia Ferreira,feminino,1950-11-14,75,viuvo,DF,Brasilia,7076.08,115589.60,alta_renda,superior_completo,gerente_comercial,62,conservador,2026-12-28,digital,true,false,false
CLI001272,Matheus Almeida,masculino,1951-04-03,74,viuvo,RJ,Rio de Janeiro,41354.69,847582.89,alta_renda,superior_completo,arquiteto,57,conservador,2026-02-08,agencia,true,false,false
CLI001273,Rafael Ferreira,masculino,1971-08-17,54,solteiro,PR,Curitiba,10819.32,98126.61,alta_renda,superior_completo,contador,61,conservador,2022-02-17,digital,true,true,false
CLI001274,Beatriz Pereira,feminino,1960-05-11,65,solteiro,RJ,Rio de Janeiro,25438.62,238349.25,alta_renda,superior_completo,contador,64,conservador,2021-01-25,indicacao,true,false,false
CLI001275,Henrique Oliveira,masculino,1985-09-10,40,divorciado,RS,Porto Alegre,31076.94,914602.62,alta_renda,superior_completo,arquiteto,82,arrojado,2026-12-11,indicacao,true,true,true
CLI001276,William Santos,masculino,1990-06-18,35,casado,RS,Caxias do Sul,49250.86,1408776.90,alta_renda,superior_completo,gerente_comercial,64,moderado,2021-09-16,agencia,true,true,true
CLI001277,Rafael Oliveira,masculino,1957-08-23,68,viuvo,MG,Belo Horizonte,3392.52,41712.22,varejo,superior_completo,contador,54,conservador,2025-03-16,agencia,true,false,false
CLI001278,Daniela Lima,feminino,1990-08-02,35,solteiro,RJ,Rio de Janeiro,8868.61,346717.51,varejo,superior_completo,engenheiro_de_software,55,conservador,2020-04-01,digital,true,true,true
CLI001279,Daniela Oliveira Costa,feminino,1973-08-25,52,viuvo,SP,Campinas,35696.24,1027188.85,alta_renda,superior_completo,contador,61,arrojado,2022-05-22,parceria,true,true,false
CLI001280,Marcelo Martins Silva,masculino,1999-12-16,26,viuvo,SC,Florianopolis,6094.91,97920.61,varejo,superior_completo,advogado,54,conservador,2025-09-28,digital,true,true,true
CLI001281,Joao Barbosa,masculino,1963-07-12,62,divorciado,RJ,Rio de Janeiro,41974.13,1685894.14,alta_renda,superior_completo,advogado,66,conservador,2019-11-24,indicacao,true,true,true
CLI001282,Carlos Teixeira,masculino,1972-07-20,53,divorciado,SP,Santos,26753.98,680076.25,alta_renda,superior_completo,administrador,82,conservador,2025-01-06,parceria,true,true,true
CLI001283,Carlos Lima Oliveira,masculino,1963-05-27,62,solteiro,GO,Goiania,32196.48,710664.42,alta_renda,superior_completo,engenheiro_de_software,55,conservador,2025-10-14,indicacao,true,false,false
CLI001284,Larissa Martins Rodrigues,feminino,1977-12-08,48,divorciado,SC,Florianopolis,28504.09,1024096.48,alta_renda,superior_completo,professor,82,moderado,2021-07-28,parceria,true,true,true
CLI001285,Thiago Oliveira Cardoso,masculino,1979-10-04,46,casado,AM,Manaus,30878.44,420660.26,alta_renda,superior_completo,arquiteto,65,arrojado,2024-01-07,digital,true,true,false
CLI001286,Camila Barbosa Almeida,feminino,1994-06-13,31,divorciado,BA,Salvador,6732.81,177757.79,varejo,superior_completo,advogado,43,moderado,2024-07-13,digital,false,true,false
CLI001287,Daniel Santos Araujo,masculino,1963-10-10,62,viuvo,RJ,Rio de Janeiro,10924.54,312926.61,alta_renda,superior_completo,contador,83,conservador,2021-02-15,digital,true,true,true
CLI001288,Mariana Oliveira Lima,feminino,1991-10-16,34,viuvo,BA,Salvador,21640.14,780195.50,alta_renda,superior_completo,advogado,79,conservador,2022-10-12,parceria,true,true,true
CLI001289,William Costa Nascimento,masculino,1989-01-08,37,solteiro,DF,Brasilia,45983.88,1582420.95,alta_renda,superior_completo,engenheiro_de_software,62,conservador,2025-10-08,indicacao,true,false,false
CLI001290,Juliana Nascimento,feminino,1999-06-16,26,solteiro,SP,Santos,35119.91,1078871.83,alta_renda,superior_completo,engenheiro_de_software,66,moderado,2020-06-14,digital,true,true,true
CLI001291,Carlos Santos Pereira,masculino,1965-12-18,60,solteiro,PE,Recife,10057.25,145433.30,varejo,medio_completo,autonomo,57,conservador,2025-08-01,parceria,true,true,true
CLI001292,Leonardo Cardoso Almeida,masculino,1998-08-02,27,solteiro,SP,Sao Paulo,5504.91,214072.78,varejo,superior_completo,analista_financeiro,61,moderado,2021-10-24,digital,true,true,true
CLI001293,Mariana Teixeira Barbosa,feminino,1982-03-06,44,casado,RJ,Niteroi,46407.81,687978.17,alta_renda,pos_graduacao,dentista,51,moderado,2020-02-02,indicacao,false,true,false
CLI001294,Larissa Cardoso Gomes,feminino,1973-06-18,52,divorciado,BA,Salvador,36427.15,603774.49,alta_renda,superior_completo,administrador,71,conservador,2020-02-17,parceria,true,true,true
CLI001295,Ana Rodrigues,feminino,1990-05-26,35,solteiro,PA,Belem,29348.36,556596.03,alta_renda,superior_completo,analista_financeiro,77,moderado,2024-06-07,digital,true,false,false
CLI001296,Rafaela Costa,feminino,1999-04-11,26,viuvo,SC,Florianopolis,31159.07,507612.10,alta_renda,pos_graduacao,dentista,78,arrojado,2023-10-06,parceria,true,true,true
CLI001297,Vanessa Silva Santos,feminino,1987-06-26,38,solteiro,PR,Curitiba,30388.97,1225706.60,alta_renda,superior_completo,contador,46,moderado,2020-05-22,agencia,false,true,false
CLI001298,Joao Almeida,masculino,1949-03-07,77,divorciado,PE,Recife,41843.95,1516910.11,alta_renda,superior_completo,empresario,71,conservador,2021-11-07,agencia,true,true,false
CLI001299,Carlos Souza Silva,masculino,1999-11-26,26,divorciado,PE,Recife,24116.07,797649.64,alta_renda,superior_completo,gerente_comercial,72,moderado,2021-05-05,agencia,true,true,false
CLI001300,Daniela Silva Silva,feminino,1967-10-12,58,casado,DF,Brasilia,28805.37,1156490.34,alta_renda,pos_graduacao,consultor,79,conservador,2022-08-28,parceria,true,true,false
CLI001301,Gabriela Rodrigues,feminino,1955-05-21,70,divorciado,SP,Sao Paulo,38066.25,443298.24,alta_renda,superior_completo,analista_financeiro,64,conservador,2018-05-14,agencia,true,true,false
CLI001302,Pedro Santos Barbosa,masculino,1973-03-11,53,viuvo,CE,Fortaleza,11356.71,328204.42,alta_renda,superior_completo,empresario,57,conservador,2020-05-06,agencia,false,true,false
CLI001303,Adriana Nascimento Rodrigues,feminino,1958-05-03,67,solteiro,RJ,Rio de Janeiro,21067.81,857915.48,alta_renda,superior_completo,administrador,73,conservador,2022-04-21,indicacao,true,true,true
CLI001304,Rafael Nascimento Nascimento,masculino,1965-06-21,60,solteiro,RJ,Rio de Janeiro,32595.82,786264.62,alta_renda,superior_completo,empresario,59,conservador,2018-04-04,parceria,true,false,false
CLI001305,Patricia Lima Almeida,feminino,1961-12-07,64,viuvo,DF,Brasilia,27672.56,582244.57,alta_renda,superior_completo,analista_financeiro,53,moderado,2025-10-18,agencia,true,false,false
CLI001306,Matheus Moreira,masculino,1966-03-25,60,viuvo,BA,Feira de Santana,31360.45,795871.67,alta_renda,superior_completo,professor,59,moderado,2023-08-20,parceria,true,false,false
CLI001307,Fernanda Souza Costa,feminino,2004-07-24,21,solteiro,PR,Curitiba,46118.31,1115111.55,alta_renda,superior_completo,advogado,69,arrojado,2024-10-13,indicacao,true,true,true
CLI001308,Ana Araujo,feminino,1972-01-22,54,casado,RS,Porto Alegre,35409.22,533342.96,alta_renda,superior_completo,advogado,73,moderado,2018-02-08,digital,true,true,true
CLI001309,Marcelo Gomes,masculino,1970-01-07,56,casado,SP,Sao Paulo,91298.81,4899787.58,private,pos_graduacao,medico,80,arrojado,2023-07-07,digital,true,true,true
CLI001310,Gabriela Santos Ferreira,feminino,1964-05-16,61,solteiro,DF,Brasilia,10697.44,334668.91,alta_renda,pos_graduacao,consultor,72,conservador,2024-09-19,digital,true,false,false
CLI001311,Carlos Silva Souza,masculino,1996-11-06,29,divorciado,SP,Sao Paulo,7745.60,237114.14,varejo,superior_completo,arquiteto,63,arrojado,2022-02-07,indicacao,true,true,true
CLI001312,Daniela Souza Almeida,feminino,1962-05-01,63,divorciado,GO,Goiania,10330.19,344767.70,varejo,superior_completo,analista_financeiro,69,conservador,2026-03-27,indicacao,true,true,true
CLI001313,Marcelo Pereira Martins,masculino,1998-08-09,27,casado,SC,Florianopolis,13312.64,133585.71,alta_renda,superior_completo,contador,83,conservador,2019-10-15,indicacao,true,true,false
CLI001314,Beatriz Almeida Barbosa,feminino,2003-07-28,22,divorciado,SP,Campinas,7550.19,92872.73,alta_renda,pos_graduacao,dentista,68,conservador,2021-07-09,parceria,true,true,true
CLI001315,Vanessa Silva,feminino,2005-01-10,21,solteiro,RJ,Rio de Janeiro,25947.02,846862.39,alta_renda,superior_completo,advogado,59,arrojado,2021-04-11,indicacao,true,true,false
CLI001316,Carlos Costa,masculino,1986-10-16,39,casado,RS,Porto Alegre,14290.86,489984.93,varejo,superior_completo,engenheiro_de_software,58,conservador,2020-07-23,agencia,true,true,false
CLI001317,William Costa,masculino,1976-07-20,49,divorciado,SP,Sao Paulo,81723.74,4739121.14,private,pos_graduacao,medico,89,moderado,2020-06-16,indicacao,true,true,true
CLI001318,Henrique Lima Pereira,masculino,1991-11-27,34,solteiro,PA,Belem,14942.20,639408.90,alta_renda,pos_graduacao,consultor,62,conservador,2018-08-17,digital,true,true,true
CLI001319,Marcelo Ferreira Moreira,masculino,2000-07-20,25,viuvo,RJ,Rio de Janeiro,6408.51,258567.55,varejo,pos_graduacao,consultor,56,moderado,2020-12-07,parceria,true,true,true
CLI001320,Ana Costa Santos,feminino,1971-03-28,55,casado,MG,Uberlandia,11485.17,264987.24,varejo,superior_completo,engenheiro_de_software,61,conservador,2020-01-22,agencia,true,true,false
CLI001321,Vanessa Souza Silva,feminino,1975-11-01,50,solteiro,SP,Sao Paulo,18313.06,894070.62,alta_renda,superior_completo,gerente_comercial,62,moderado,2026-11-02,parceria,true,false,false
CLI001322,Fernanda Souza Ferreira,feminino,1967-11-11,58,viuvo,DF,Brasilia,28878.60,1074941.56,alta_renda,superior_completo,designer,62,moderado,2024-03-27,indicacao,true,true,true
CLI001323,Claudia Santos,feminino,1961-04-03,64,solteiro,RJ,Rio de Janeiro,10757.00,228551.48,empreendedor,superior_completo,administrador,48,conservador,2021-12-21,parceria,false,true,false
CLI001324,Vanessa Rodrigues Cardoso,feminino,1967-02-15,59,casado,CE,Fortaleza,25624.64,956944.03,alta_renda,superior_completo,professor,64,moderado,2023-04-03,parceria,true,true,true
CLI001325,Camila Nascimento Silva,feminino,1955-08-14,70,solteiro,PR,Curitiba,54704.85,1500306.48,alta_renda,pos_graduacao,consultor,66,conservador,2020-05-19,indicacao,true,true,true
CLI001326,William Oliveira Silva,masculino,1965-01-14,61,viuvo,RJ,Niteroi,35333.83,407668.95,alta_renda,superior_completo,administrador,73,moderado,2024-05-19,digital,true,true,true
CLI001327,Beatriz Oliveira Souza,feminino,1957-12-08,68,viuvo,AM,Manaus,35797.82,552967.25,alta_renda,superior_completo,economista,66,conservador,2026-05-01,parceria,true,true,false
CLI001328,Vanessa Oliveira,feminino,1998-08-11,27,divorciado,BA,Salvador,3648.87,149871.34,empreendedor,superior_completo,analista_financeiro,53,moderado,2022-12-09,parceria,true,true,false
CLI001329,William Souza,masculino,1966-09-01,59,divorciado,SP,Sao Paulo,11206.12,151448.63,varejo,medio_completo,autonomo,60,moderado,2022-09-14,digital,true,true,true
CLI001330,Juliana Silva,feminino,1977-02-12,49,solteiro,SC,Florianopolis,19341.43,886067.92,alta_renda,superior_completo,contador,51,moderado,2021-08-14,indicacao,false,true,false
CLI001331,Pedro Teixeira Ribeiro,masculino,1949-09-02,76,viuvo,AM,Manaus,29327.20,1033648.08,alta_renda,pos_graduacao,medico,75,moderado,2025-05-22,parceria,true,true,true
CLI001332,Claudia Cardoso,feminino,1953-07-11,72,viuvo,AM,Manaus,41585.31,505361.81,varejo,pos_graduacao,medico,56,moderado,2022-06-05,parceria,true,false,false
CLI001333,Patricia Souza,feminino,1991-11-05,34,solteiro,PR,Curitiba,73320.57,5082657.90,private,pos_graduacao,consultor,83,moderado,2020-12-06,indicacao,true,true,true
CLI001334,Pedro Moreira Oliveira,masculino,1980-12-21,45,solteiro,RS,Porto Alegre,10813.82,184652.15,varejo,superior_completo,professor,51,moderado,2021-09-04,indicacao,true,true,true
CLI001335,Henrique Souza Souza,masculino,1981-10-11,44,casado,AM,Manaus,17120.10,625455.40,alta_renda,superior_completo,economista,65,conservador,2024-03-14,digital,true,true,true
CLI001336,Ana Santos Lima,feminino,1982-04-26,43,viuvo,MG,Uberlandia,48710.91,1396740.94,alta_renda,pos_graduacao,consultor,66,moderado,2026-05-21,parceria,true,false,false
CLI001337,Daniel Martins Gomes,masculino,2000-10-20,25,casado,SC,Florianopolis,33656.24,677305.64,alta_renda,superior_completo,contador,75,moderado,2025-09-23,indicacao,true,true,true
CLI001338,Rafael Ferreira,masculino,1963-10-23,62,casado,PE,Recife,26969.19,373996.67,varejo,pos_graduacao,medico,66,conservador,2022-12-06,agencia,true,true,false
CLI001339,Felipe Teixeira Ferreira,masculino,2000-08-01,25,solteiro,PR,Londrina,24212.59,693517.67,alta_renda,pos_graduacao,dentista,78,arrojado,2025-01-10,parceria,true,true,true
CLI001340,Claudia Almeida Silva,feminino,1972-09-26,53,solteiro,RJ,Rio de Janeiro,6487.42,245503.23,alta_renda,medio_completo,autonomo,48,arrojado,2021-10-24,agencia,false,true,false
CLI001341,Fernanda Barbosa,feminino,1980-03-15,46,viuvo,RS,Porto Alegre,37239.96,1436245.05,alta_renda,superior_completo,economista,60,conservador,2020-03-21,agencia,true,false,false
CLI001342,Rafaela Moreira Souza,feminino,1990-01-16,36,casado,MG,Belo Horizonte,23360.85,675977.28,alta_renda,superior_completo,administrador,78,moderado,2020-09-15,indicacao,true,true,true
CLI001343,Carlos Barbosa Silva,masculino,1992-11-27,33,viuvo,SP,Sao Paulo,42073.52,1119992.63,alta_renda,superior_completo,arquiteto,60,conservador,2026-01-26,digital,true,true,true
CLI001344,Daniel Ferreira Santos,masculino,1972-08-15,53,divorciado,RS,Porto Alegre,61769.89,4523653.82,private,pos_graduacao,medico,71,moderado,2024-04-02,agencia,true,true,true
CLI001345,Vanessa Teixeira Rodrigues,feminino,1950-09-15,75,casado,RS,Caxias do Sul,20228.41,444782.39,varejo,superior_completo,engenheiro_de_software,62,conservador,2024-11-25,agencia,true,true,true
CLI001346,Camila Nascimento,feminino,1950-09-06,75,solteiro,DF,Brasilia,24631.46,1007335.16,alta_renda,superior_completo,gerente_comercial,61,moderado,2023-01-22,agencia,true,true,true
CLI001347,Ana Almeida,feminino,1959-06-10,66,viuvo,SP,Santos,6766.44,60014.96,varejo,pos_graduacao,dentista,63,moderado,2023-08-08,digital,true,true,true
CLI001348,Felipe Rodrigues,masculino,1952-05-28,73,divorciado,RJ,Rio de Janeiro,29750.47,337283.38,alta_renda,superior_completo,analista_financeiro,74,moderado,2025-06-03,parceria,true,true,false
CLI001349,Henrique Moreira Oliveira,masculino,1998-07-20,27,solteiro,PA,Belem,52781.09,1657101.14,alta_renda,pos_graduacao,dentista,45,moderado,2020-07-02,digital,false,true,false
CLI001350,Eduardo Teixeira,masculino,2001-12-04,24,divorciado,DF,Brasilia,7167.94,62349.66,varejo,superior_completo,gerente_comercial,66,conservador,2024-05-16,agencia,true,true,true
CLI001351,William Santos,masculino,1959-10-26,66,solteiro,CE,Fortaleza,33125.92,563527.08,alta_renda,superior_completo,empresario,57,moderado,2025-05-02,indicacao,false,true,false
CLI001352,Larissa Silva,feminino,1981-01-24,45,solteiro,PR,Curitiba,33290.89,790165.55,alta_renda,medio_completo,autonomo,75,moderado,2023-06-02,parceria,true,true,false
CLI001353,Fernanda Nascimento,feminino,1994-02-03,32,viuvo,CE,Fortaleza,28955.96,179588.85,alta_renda,superior_completo,administrador,82,moderado,2025-03-27,parceria,true,true,true
CLI001354,Pedro Rodrigues,masculino,1972-09-05,53,casado,RS,Caxias do Sul,22580.23,858221.06,alta_renda,medio_completo,autonomo,62,conservador,2018-04-14,agencia,true,false,false
CLI001355,Felipe Silva Lima,masculino,1988-10-02,37,casado,SP,Campinas,28885.32,711515.17,alta_renda,pos_graduacao,medico,47,conservador,2021-11-27,agencia,false,true,false
CLI001356,Juliana Teixeira,feminino,1978-11-16,47,divorciado,SP,Sao Paulo,16591.17,582624.36,alta_renda,superior_completo,economista,42,arrojado,2026-03-04,digital,false,false,false
CLI001357,Larissa Rodrigues Santos,feminino,2001-07-16,24,casado,RS,Caxias do Sul,6438.81,121718.21,varejo,superior_completo,professor,50,conservador,2023-09-05,agencia,true,true,true
CLI001358,Matheus Santos Gomes,masculino,1976-05-07,49,divorciado,SP,Sao Paulo,5793.82,242174.47,varejo,pos_graduacao,consultor,63,moderado,2026-02-28,digital,true,true,true
CLI001359,Pedro Santos,masculino,1982-06-06,43,solteiro,BA,Salvador,5763.08,88405.58,varejo,superior_completo,administrador,50,conservador,2025-05-14,digital,true,true,true
CLI001360,Gabriela Almeida,feminino,1997-03-09,29,divorciado,SP,Sao Paulo,5773.62,84930.29,varejo,superior_completo,economista,68,moderado,2024-08-24,parceria,true,true,true
CLI001361,Daniel Gomes Carvalho,masculino,1960-09-24,65,divorciado,MG,Uberlandia,32469.58,1044209.92,alta_renda,superior_completo,arquiteto,63,conservador,2025-11-26,indicacao,true,false,false
CLI001362,Claudia Cardoso Oliveira,feminino,1972-11-26,53,solteiro,SP,Sao Paulo,5109.75,77860.06,alta_renda,superior_completo,analista_financeiro,72,conservador,2023-07-23,parceria,true,true,true
CLI001363,Gustavo Oliveira,masculino,1958-03-18,68,divorciado,RS,Caxias do Sul,23356.09,299701.45,alta_renda,superior_completo,professor,61,moderado,2018-11-25,parceria,true,false,false
CLI001364,Vinicius Cardoso,masculino,2002-03-26,24,solteiro,BA,Salvador,25687.70,456211.96,private,superior_completo,empresario,78,moderado,2019-07-05,digital,true,true,true
CLI001365,Camila Oliveira,feminino,1993-04-18,32,viuvo,RS,Porto Alegre,8990.07,483429.17,alta_renda,pos_graduacao,dentista,64,conservador,2024-04-02,digital,true,true,true
CLI001366,Mariana Ribeiro Martins,feminino,1981-04-25,44,solteiro,MG,Belo Horizonte,23612.42,515336.85,alta_renda,pos_graduacao,medico,65,moderado,2023-02-23,digital,true,true,true
CLI001367,Mariana Almeida,feminino,1992-11-17,33,casado,SP,Santos,6157.62,145771.74,varejo,superior_completo,professor,50,arrojado,2024-06-24,indicacao,true,false,false
CLI001368,Adriana Almeida Pereira,feminino,1948-10-02,77,solteiro,MG,Belo Horizonte,37271.73,860787.86,alta_renda,pos_graduacao,dentista,67,moderado,2023-03-21,digital,true,true,true
CLI001369,Matheus Araujo,masculino,1995-06-16,30,solteiro,SP,Campinas,32131.15,1120282.76,varejo,superior_completo,economista,28,moderado,2021-11-06,indicacao,false,false,false
CLI001370,Juliana Martins,feminino,1977-10-09,48,divorciado,DF,Brasilia,6623.75,265978.66,varejo,superior_completo,empresario,68,moderado,2021-10-16,digital,true,true,true
CLI001371,Vanessa Teixeira,feminino,1974-02-09,52,casado,DF,Brasilia,47071.15,1436759.48,alta_renda,pos_graduacao,medico,71,moderado,2025-09-19,indicacao,true,true,true
CLI001372,Bianca Souza Araujo,feminino,1956-10-22,69,divorciado,PR,Curitiba,8170.69,634452.75,private,superior_completo,advogado,61,conservador,2024-10-25,indicacao,true,false,false
CLI001373,Claudia Oliveira Rodrigues,feminino,1977-05-20,48,divorciado,BA,Salvador,34574.12,1678925.70,alta_renda,superior_completo,administrador,70,conservador,2021-08-06,parceria,true,true,true
CLI001374,Carlos Silva,masculino,1997-10-15,28,casado,SP,Campinas,12349.18,219219.78,varejo,superior_completo,professor,62,moderado,2023-03-14,parceria,true,true,true
CLI001375,Thiago Pereira Nascimento,masculino,1959-04-01,67,solteiro,RJ,Rio de Janeiro,3236.93,46016.37,alta_renda,superior_completo,professor,68,moderado,2026-02-05,agencia,true,false,false
CLI001376,Daniela Martins,feminino,1959-02-03,67,solteiro,SP,Sao Paulo,16634.13,693320.58,alta_renda,superior_completo,analista_financeiro,50,moderado,2023-09-14,digital,false,true,false
CLI001377,Camila Souza Pereira,feminino,1950-10-15,75,solteiro,GO,Goiania,6881.75,152898.68,empreendedor,pos_graduacao,medico,38,moderado,2021-07-11,digital,false,false,false
